Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP	189	0.502562	2	4.06125	0.0904679	0.228449	CALM2, FAHD1
GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ACAT1, FASTKD1
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	189	0.502562	2	4.06125	0.0904679	0.228449	DLAT, GOT1
GSE15215_CD2_POS_VS_NEG_PDC_UP	189	0.502562	2	4.06125	0.0904679	0.228449	CIDEC, CKB
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ACAT1, CLYBL
GSE17721_CTRL_VS_LPS_4H_BMDM_DN	189	0.502562	2	4.06125	0.0904679	0.228449	RBM47, SLC39A8
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDM_DN	189	0.502562	2	4.06125	0.0904679	0.228449	HSD17B12, LYN
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDM_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ACAT1, ACO2
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ARHGAP27, LYN
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ATP1B1, GSTM1
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN	189	0.502562	2	4.06125	0.0904679	0.228449	FASTKD1, RNASE4
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ATP1B1, WIPI1
GSE25087_FETAL_VS_ADULT_TREG_UP	189	0.502562	2	4.06125	0.0904679	0.228449	APOO, SUCLA2
GSE25087_TREG_VS_TCONV_ADULT_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ATP1B1, SOD2
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	CLYBL, TMEM106C
GSE27786_CD4_TCELL_VS_NEUTROPHIL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	BAZ1A, GAS2L1
GSE27786_CD8_TCELL_VS_NKCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ACAT1, SDHA
GSE27786_NKCELL_VS_ERYTHROBLAST_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ACAT1, WIPI1
GSE2826_WT_VS_BTK_KO_BCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ATP1B1, CKB
GSE2826_XID_VS_BTK_KO_BCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	FAM162A, UQCRB
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	CPEB3, RBM47
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN	189	0.502562	2	4.06125	0.0904679	0.228449	CPEB3, TP53INP2
GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ARHGEF6, HSD17B12
GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	CALM2, HIGD1A
GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	MRPL41, PRCP
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	STX4, SUCLA2
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP	189	0.502562	2	4.06125	0.0904679	0.228449	IFI44L, NACA
GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_DN	189	0.502562	2	4.06125	0.0904679	0.228449	MCCC1, MGST3
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	ACADM, HADHB
GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP	189	0.502562	2	4.06125	0.0904679	0.228449	HADHB, RNF14
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	189	0.502562	2	4.06125	0.0904679	0.228449	ARHGAP27, SDHA
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	COQ3, RNF14
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	190	0.505221	2	4.03956	0.0912772	0.228449	DECR1, DLAT
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	NDUFA4, SLC25A5
GSE13229_IMM_VS_INTMATURE_NKCELL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	CHCHD10, SHISA2
GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP	190	0.505221	2	4.03956	0.0912772	0.228449	PDHA1, UQCRC2
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP	190	0.505221	2	4.03956	0.0912772	0.228449	IFI44L, LYN
GSE14308_TH1_VS_TH17_UP	190	0.505221	2	4.03956	0.0912772	0.228449	HSD17B12, SHISA2
GSE14350_IL2RB_KO_VS_WT_TREG_UP	190	0.505221	2	4.03956	0.0912772	0.228449	ACAT1, FASTKD1
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	IFI44L, NDUFV1
GSE17721_CTRL_VS_LPS_8H_BMDM_UP	190	0.505221	2	4.03956	0.0912772	0.228449	CIDEC, FAM162A
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDM_DN	190	0.505221	2	4.03956	0.0912772	0.228449	GSTM1, HADHB
GSE17721_CTRL_VS_CPG_1H_BMDM_UP	190	0.505221	2	4.03956	0.0912772	0.228449	CIDEC, CLYBL
GSE17721_POLYIC_VS_CPG_4H_BMDM_DN	190	0.505221	2	4.03956	0.0912772	0.228449	CKB, STX4
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDM_DN	190	0.505221	2	4.03956	0.0912772	0.228449	GSTM1, ITGA5
GSE17721_0.5H_VS_12H_LPS_BMDM_UP	190	0.505221	2	4.03956	0.0912772	0.228449	ACAT1, ACO2
GSE17721_0.5H_VS_4H_LPS_BMDM_UP	190	0.505221	2	4.03956	0.0912772	0.228449	FAM162A, FASTKD1
GSE17721_0.5H_VS_4H_LPS_BMDM_DN	190	0.505221	2	4.03956	0.0912772	0.228449	RBM47, SLC39A8
GSE17721_0.5H_VS_24H_LPS_BMDM_DN	190	0.505221	2	4.03956	0.0912772	0.228449	GSTM1, NEDD8
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	190	0.505221	2	4.03956	0.0912772	0.228449	ARHGAP27, IFI44L
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	COX7A2, NDUFB9
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	STX4, SUCLA2
GSE27786_LSK_VS_BCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	NEDD8, RPL9
GSE27786_LSK_VS_CD8_TCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	HADHB, NDUFB10
GSE27786_LSK_VS_MONO_MAC_DN	190	0.505221	2	4.03956	0.0912772	0.228449	CKB, DNAJC4
GSE27786_LIN_NEG_VS_NKCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	ATP1B1, ISCU
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	B4GALT2, OGDH
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN	190	0.505221	2	4.03956	0.0912772	0.228449	ACACB, BAZ1A
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	190	0.505221	2	4.03956	0.0912772	0.228449	NDUFV1, SOD2
GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP	190	0.505221	2	4.03956	0.0912772	0.228449	AIFM1, HNRNPR
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	190	0.505221	2	4.03956	0.0912772	0.228449	ACACB, KATNAL2
GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	190	0.505221	2	4.03956	0.0912772	0.228449	ETFDH, NDUFB10
GSE3982_CTRL_VS_LPS_48H_DC_UP	190	0.505221	2	4.03956	0.0912772	0.228449	ARHGEF6, CKB
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	DLAT, LYN
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	190	0.505221	2	4.03956	0.0912772	0.228449	ACACB, FTH1
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	190	0.505221	2	4.03956	0.0912772	0.228449	APOO, SLC39A8
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	190	0.505221	2	4.03956	0.0912772	0.228449	CLYBL, GSTK1
GSE7852_TREG_VS_TCONV_LN_DN	190	0.505221	2	4.03956	0.0912772	0.228449	ATP1B1, PPIC
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	190	0.505221	2	4.03956	0.0912772	0.228449	CNBP, FTH1
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	APOO, DECR1
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	AIFM1, HSD17B12
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	LYN, PRCP
GSE11924_TFH_VS_TH17_CD4_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	ACAT1, NCEH1
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	191	0.50788	2	4.0181	0.0920886	0.228449	FTH1, IFI44L
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	191	0.50788	2	4.0181	0.0920886	0.228449	IFI44L, SOD2
GSE14308_TH2_VS_NATURAL_TREG_DN	191	0.50788	2	4.0181	0.0920886	0.228449	HADHB, RNASE4
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	191	0.50788	2	4.0181	0.0920886	0.228449	IFI44L, IMMT
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	CALM2, CYCS
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	191	0.50788	2	4.0181	0.0920886	0.228449	GSTM1, TPT1
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDM_UP	191	0.50788	2	4.0181	0.0920886	0.228449	DLD, TP53INP2
GSE17721_LPS_VS_POLYIC_16H_BMDM_UP	191	0.50788	2	4.0181	0.0920886	0.228449	COQ3, NDUFA4
GSE17721_PAM3CSK4_VS_CPG_1H_BMDM_DN	191	0.50788	2	4.0181	0.0920886	0.228449	PRCP, RBM47
GSE17721_LPS_VS_PAM3CSK4_4H_BMDM_UP	191	0.50788	2	4.0181	0.0920886	0.228449	COQ3, CPEB3
GSE17721_LPS_VS_PAM3CSK4_16H_BMDM_DN	191	0.50788	2	4.0181	0.0920886	0.228449	ACADM, AIFM1
GSE17721_POLYIC_VS_CPG_2H_BMDM_UP	191	0.50788	2	4.0181	0.0920886	0.228449	GOT1, UQCRC2
GSE17721_POLYIC_VS_CPG_2H_BMDM_DN	191	0.50788	2	4.0181	0.0920886	0.228449	CKB, HSD17B12
GSE17721_4_VS_24H_GARDIQUIMOD_BMDM_UP	191	0.50788	2	4.0181	0.0920886	0.228449	ACO2, GPR3
GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	LYN, STX4
GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	HSD17B12, STX4
GSE2706_UNSTIM_VS_8H_R848_DC_DN	191	0.50788	2	4.0181	0.0920886	0.228449	BAZ1A, SOD2
GSE27786_NKTCELL_VS_NEUTROPHIL_UP	191	0.50788	2	4.0181	0.0920886	0.228449	CKB, MRPL41
GSE27786_NKTCELL_VS_MONO_MAC_UP	191	0.50788	2	4.0181	0.0920886	0.228449	ACO2, CNBP
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	NEDD8, PRKRA
GSE2826_WT_VS_BTK_KO_BCELL_UP	191	0.50788	2	4.0181	0.0920886	0.228449	ACO2, FAM162A
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	191	0.50788	2	4.0181	0.0920886	0.228449	DNAJC4, HIGD1A
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	191	0.50788	2	4.0181	0.0920886	0.228449	ATP1B1, SLC25A5
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	191	0.50788	2	4.0181	0.0920886	0.228449	CKB, TELO2
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	AIFM1, HSD17B12
GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	191	0.50788	2	4.0181	0.0920886	0.228449	ARHGEF6, ATP1B1
GSE360_CTRL_VS_M_TUBERCULOSIS_MAC_UP	191	0.50788	2	4.0181	0.0920886	0.228449	NDUFV1, NEDD8
GSE360_L_DONOVANI_VS_T_GONDII_MAC_UP	191	0.50788	2	4.0181	0.0920886	0.228449	PDHX, PRCP
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	APOO, SOD2
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	191	0.50788	2	4.0181	0.0920886	0.228449	IL32, ITGA5
GSE3982_MAST_CELL_VS_DC_DN	191	0.50788	2	4.0181	0.0920886	0.228449	GAS2L1, WIPI1
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP	191	0.50788	2	4.0181	0.0920886	0.228449	ARHGEF6, COMTD1
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	CRABP2, TRIM47
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	191	0.50788	2	4.0181	0.0920886	0.228449	MGST3, NDUFB10
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_DN	191	0.50788	2	4.0181	0.0920886	0.228449	LYN, MCCC1
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN	191	0.50788	2	4.0181	0.0920886	0.228449	ANG, FTH1
GSE7852_TREG_VS_TCONV_UP	191	0.50788	2	4.0181	0.0920886	0.228449	CHCHD10, PRKRA
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN	191	0.50788	2	4.0181	0.0920886	0.228449	GSTM1, IMMT
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	GSTK1, IL32
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	192	0.510539	2	3.99687	0.0929021	0.228449	FTH1, PRCP
GSE11057_PBMC_VS_MEM_CD4_TCELL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	GSTK1, MRPL41
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	DECR1, NXPH4
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	FAM162A, RBM47
GSE13306_TREG_VS_TCONV_SPLEEN_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACO2, ZDHHC23
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACADM, ARHGEF6
GSE13493_DP_VS_CD8POS_THYMOCYTE_DN	192	0.510539	2	3.99687	0.0929021	0.228449	FAM162A, PPIC
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN	192	0.510539	2	3.99687	0.0929021	0.228449	PPIC, RNF14
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	ANG, ITGA5
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	CALM2, HIGD1A
GSE17721_CTRL_VS_LPS_6H_BMDM_DN	192	0.510539	2	3.99687	0.0929021	0.228449	LYN, SLC39A8
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACO2, NDUFA4
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDM_DN	192	0.510539	2	3.99687	0.0929021	0.228449	DLD, TP53INP2
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	COMTD1, GOT1
GSE17721_PAM3CSK4_VS_CPG_12H_BMDM_DN	192	0.510539	2	3.99687	0.0929021	0.228449	KRTAP20-2, RNF14
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	PRCP, TELO2
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	NDUFV1, RNASE4
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	CHCHD10, DLD
GSE17721_POLYIC_VS_CPG_16H_BMDM_DN	192	0.510539	2	3.99687	0.0929021	0.228449	SOD2, WIPI1
GSE17721_LPS_VS_CPG_4H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ATP1B1, CPEB3
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	TELO2, UQCRC2
GSE17721_0.5H_VS_24H_POLYIC_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACO2, PPIC
GSE17721_0.5H_VS_8H_CPG_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	CHCHD10, CNBP
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_DN	192	0.510539	2	3.99687	0.0929021	0.228449	ACAT1, COMTD1
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ATP1B1, NCEH1
GSE22886_NAIVE_TCELL_VS_MONOCYTE_UP	192	0.510539	2	3.99687	0.0929021	0.228449	FAM162A, IL32
GSE22886_TH1_VS_TH2_12H_ACT_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACO2, ESRRA
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	192	0.510539	2	3.99687	0.0929021	0.228449	LYN, SHISA2
GSE25087_FETAL_VS_ADULT_TCONV_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ATP1B1, SLC25A5
GSE2706_2H_VS_8H_LPS_STIM_DC_UP	192	0.510539	2	3.99687	0.0929021	0.228449	NDUFB10, PRCP
GSE27786_LIN_NEG_VS_CD8_TCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	DLAT, PRCP
GSE27786_BCELL_VS_CD8_TCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	PRCP, UQCRB
GSE27786_CD4_VS_CD8_TCELL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	GAS2L1, ISCU
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	192	0.510539	2	3.99687	0.0929021	0.228449	FTH1, TP53INP2
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_DN	192	0.510539	2	3.99687	0.0929021	0.228449	ACAT1, DECR1
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_UP	192	0.510539	2	3.99687	0.0929021	0.228449	SDHA, SLC25A5
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	192	0.510539	2	3.99687	0.0929021	0.228449	HNRNPR, SKA2
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_UP	192	0.510539	2	3.99687	0.0929021	0.228449	IFI44L, SOD2
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP	192	0.510539	2	3.99687	0.0929021	0.228449	BAZ1A, RNASE4
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP	192	0.510539	2	3.99687	0.0929021	0.228449	CRABP2, ESRRA
GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	IFI44L, STX4
GSE3982_EOSINOPHIL_VS_MAC_UP	192	0.510539	2	3.99687	0.0929021	0.228449	ACACB, WIPI1
GSE3982_EOSINOPHIL_VS_NKCELL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	COQ3, MGST3
GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	192	0.510539	2	3.99687	0.0929021	0.228449	BAZ1A, FTH1
GSE3982_NKCELL_VS_TH2_DN	192	0.510539	2	3.99687	0.0929021	0.228449	COQ3, TMEM106C
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN	192	0.510539	2	3.99687	0.0929021	0.228449	FTH1, MGST3
GSE7852_TREG_VS_TCONV_LN_UP	192	0.510539	2	3.99687	0.0929021	0.228449	PRKRA, ZDHHC23
GSE7852_THYMUS_VS_FAT_TREG_DN	192	0.510539	2	3.99687	0.0929021	0.228449	CKB, GOT1
GSE7852_THYMUS_VS_FAT_TCONV_DN	192	0.510539	2	3.99687	0.0929021	0.228449	ANG, CKB
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP	192	0.510539	2	3.99687	0.0929021	0.228449	HADHB, RBM47
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN	192	0.510539	2	3.99687	0.0929021	0.228449	CKB, SKA2
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	MCCC1, PPIC
GSE12366_GC_VS_MEMORY_BCELL_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ISCU, RNASE4
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	DECR1, ISCU
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	193	0.513198	2	3.97586	0.0937177	0.228449	TMEM106C, UQCRC1
GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	ARHGEF6, TPT1
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ARHGEF6, IFI44L
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	193	0.513198	2	3.97586	0.0937177	0.228449	CRABP2, GAS2L1
GSE15767_MED_VS_SCS_MAC_LN_UP	193	0.513198	2	3.97586	0.0937177	0.228449	LYN, RBM47
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	NDUFB10, NEDD8
GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	CIDEC, NEDD8
GSE17721_CTRL_VS_LPS_1H_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	DLD, GSTM1
GSE17721_CTRL_VS_POLYIC_6H_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	CRABP2, SOD2
GSE17721_CTRL_VS_CPG_2H_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	SOD2, WIPI1
GSE17721_CTRL_VS_CPG_12H_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	LYN, SOD2
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDM_UP	193	0.513198	2	3.97586	0.0937177	0.228449	CKB, SMPDL3A
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	PPIC, WIPI1
GSE17721_4H_VS_24H_POLYIC_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	COMTD1, SMPDL3A
GSE17721_12H_VS_24H_POLYIC_BMDM_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ACADM, RPL9
GSE22886_TCELL_VS_BCELL_NAIVE_UP	193	0.513198	2	3.97586	0.0937177	0.228449	AIFM1, IL32
GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP	193	0.513198	2	3.97586	0.0937177	0.228449	LYN, SMPDL3A
GSE22886_NAIVE_TCELL_VS_DC_UP	193	0.513198	2	3.97586	0.0937177	0.228449	IL32, NACA
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ATP1B1, PPIC
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	193	0.513198	2	3.97586	0.0937177	0.228449	FASTKD1, IMMT
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	193	0.513198	2	3.97586	0.0937177	0.228449	IL32, TMEM106C
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ANG, LYN
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ACO2, COQ9
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ACO2, OGDH
GSE30083_SP2_VS_SP3_THYMOCYTE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	RNASE4, SMPDL3A
GSE360_CTRL_VS_L_MAJOR_MAC_UP	193	0.513198	2	3.97586	0.0937177	0.228449	NDUFV1, PRCP
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	193	0.513198	2	3.97586	0.0937177	0.228449	SLC39A8, SOD2
GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP	193	0.513198	2	3.97586	0.0937177	0.228449	B4GALT2, RPL9
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP	193	0.513198	2	3.97586	0.0937177	0.228449	ARHGEF6, UQCRB
