Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
RSK activation	20	0.0531811	0	0	1	1	
S33 mutants of beta-catenin aren't phosphorylated	13	0.0345677	0	0	1	1	
S37 mutants of beta-catenin aren't phosphorylated	5	0.0132953	0	0	1	1	
S45 mutants of beta-catenin aren't phosphorylated	24	0.0638174	0	0	1	1	
S6K1-mediated signalling	2	0.00531811	0	0	1	1	
S6K1 signalling	41	0.109021	0	0	1	1	
Scavenging by Class A Receptors	30	0.0797717	0	0	1	1	
Scavenging by Class B Receptors	62	0.164862	0	0	1	1	
Scavenging by Class F Receptors	22	0.0584993	0	0	1	1	
Scavenging by Class H Receptors	6	0.0159543	0	0	1	1	
Scavenging of heme from plasma	6	0.0159543	0	0	1	1	
SCF-beta-TrCP mediated degradation of Emi1	77	0.204747	0	0	1	1	
SCF(Skp2)-mediated degradation of p27/p21	7	0.0186134	0	0	1	1	
Sema3A PAK dependent Axon repulsion	21	0.0558402	0	0	1	1	
Sema4D induced cell migration and growth-cone collapse	27	0.0717945	0	0	1	1	
Sema4D in semaphorin signaling	15	0.0398859	0	0	1	1	
Sema4D mediated inhibition of cell attachment and migration	13	0.0345677	0	0	1	1	
Semaphorin interactions	2	0.00531811	0	0	1	1	
Separation of Sister Chromatids	2	0.00531811	0	0	1	1	
Serine biosynthesis	3	0.00797717	0	0	1	1	
Serotonin and melatonin biosynthesis	12	0.0319087	0	0	1	1	
Serotonin Neurotransmitter Release Cycle	27	0.0717945	0	0	1	1	
SHC1 events in EGFR signaling	32	0.0850898	0	0	1	1	
SHC1 events in ERBB2 signaling	23	0.0611583	0	0	1	1	
SHC1 events in ERBB4 signaling	5	0.0132953	0	0	1	1	
SHC activation	18	0.047863	0	0	1	1	
SHC-mediated cascade	30	0.0797717	0	0	1	1	
SHC-mediated signalling	7	0.0186134	0	0	1	1	
SHC-related events	0	0	0	NaN	1	1	
SHC-related events triggered by IGF1R	0	0	0	NaN	1	1	
Sialic acid metabolism	84	0.223361	0	0	1	1	
Signal amplification	92	0.244633	0	0	1	1	
Signal attenuation	97	0.257929	0	0	1	1	
Signaling by activated point mutants of FGFR1	119	0.316428	0	0	1	1	
Signaling by activated point mutants of FGFR3	84	0.223361	0	0	1	1	
Signaling by Activin	86	0.228679	0	0	1	1	
Signaling by BMP	90	0.239315	0	0	1	1	
Signaling by constitutively active EGFR	92	0.244633	0	0	1	1	
Signaling by EGFR	92	0.244633	0	0	1	1	
Signaling by EGFR in Cancer	136	0.361632	0	0	1	1	
Signaling by ERBB2	14	0.0372268	0	0	1	1	
Signaling by ERBB4	85	0.22602	0	0	1	1	
Signaling by FGFR	72	0.191452	0	0	1	1	
Signaling by FGFR1 fusion mutants	16	0.0425449	0	0	1	1	
Signaling by FGFR1 mutants	31	0.0824308	0	0	1	1	
Signaling by FGFR2 mutants	11	0.0292496	0	0	1	1	
Signaling by FGFR3 mutants	22	0.0584993	0	0	1	1	
Signaling by FGFR in disease	12	0.0319087	0	0	1	1	
Signaling by FGFR mutants	30	0.0797717	0	0	1	1	
Signaling by GPCR	3	0.00797717	0	0	1	1	
Signaling by Hedgehog	16	0.0425449	0	0	1	1	
Signaling by Hippo	6	0.0159543	0	0	1	1	
Signaling by Insulin receptor	209	0.555743	0	0	1	1	
Signaling by Interleukins	2	0.00531811	0	0	1	1	
Signaling by Leptin	2	0.00531811	0	0	1	1	
Signaling by NGF	41	0.109021	0	0	1	1	
Signaling by NODAL	77	0.204747	0	0	1	1	
Signaling by NOTCH	43	0.114339	0	0	1	1	
Signaling by NOTCH1	3	0.00797717	0	0	1	1	
Signaling by NOTCH1 HD Domain Mutants in Cancer	60	0.159543	0	0	1	1	
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	27	0.0717945	0	0	1	1	
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	56	0.148907	0	0	1	1	
Signaling by NOTCH2	1	0.00265906	0	0	1	1	
Signaling by NOTCH3	1	0.00265906	0	0	1	1	
Signaling by NOTCH4	2	0.00531811	0	0	1	1	
Signaling by Rho GTPases	21	0.0558402	0	0	1	1	
Signaling by TGF-beta Receptor Complex	4	0.0106362	0	0	1	1	
Signaling by TGF-beta Receptor Complex in Cancer	3	0.00797717	0	0	1	1	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	2	0.00531811	0	0	1	1	
Signaling by VEGF	8	0.0212725	0	0	1	1	
Signaling by WNT in cancer	2	0.00531811	0	0	1	1	
Signaling Pathways	0	0	0	NaN	1	1	
Signalling to ERK5	93	0.247292	0	0	1	1	
Signalling to ERKs	50	0.132953	0	0	1	1	
Signalling to p38 via RIT and RIN	35	0.093067	0	0	1	1	
Signalling to RAS	36	0.0957261	0	0	1	1	
Signalling to STAT3	54	0.143589	0	0	1	1	
Signal regulatory protein (SIRP) family interactions	7	0.0186134	0	0	1	1	
Signal transduction by L1	6	0.0159543	0	0	1	1	
SIRT1 negatively regulates rRNA Expression	29	0.0771127	0	0	1	1	
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	33	0.0877489	0	0	1	1	
SLBP independent Processing of Histone Pre-mRNAs	32	0.0850898	0	0	1	1	
SLC-mediated transmembrane transport	13	0.0345677	0	0	1	1	
SMAC binds to IAPs	18	0.047863	0	0	1	1	
SMAC-mediated apoptotic response	11	0.0292496	0	0	1	1	
SMAC-mediated dissociation of IAP:caspase complexes	97	0.257929	0	0	1	1	
SMAD2/3 Phosphorylation Motif Mutants in Cancer	2	0.00531811	0	0	1	1	
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	42	0.11168	0	0	1	1	
SMAD4 MH2 Domain Mutants in Cancer	10	0.0265906	0	0	1	1	
Small interfering RNA (siRNA) biogenesis	2	0.00531811	0	0	1	1	
Smooth Muscle Contraction	9	0.0239315	0	0	1	1	
snRNP Assembly	42	0.11168	0	0	1	1	
Sodium/Proton exchangers	49	0.130294	0	0	1	1	
SOS-mediated signalling	49	0.130294	0	0	1	1	
Sperm Motility And Taxes	51	0.135612	0	0	1	1	
Sperm:Oocyte Membrane Binding	16	0.0425449	0	0	1	1	
S Phase	1	0.00265906	0	0	1	1	
Sphingolipid de novo biosynthesis	0	0	0	NaN	1	1	
Spry regulation of FGF signaling	10	0.0265906	0	0	1	1	
SRP-dependent cotranslational protein targeting to membrane	8	0.0212725	0	0	1	1	
Stabilization of p53	8	0.0212725	0	0	1	1	
STAT6-mediated induction of chemokines	9	0.0239315	0	0	1	1	
Steroid hormones	6	0.0159543	0	0	1	1	
Stimulation of the cell death response by PAK-2p34	9	0.0239315	0	0	1	1	
Stimuli-sensing channels	11	0.0292496	0	0	1	1	
STING mediated induction of host immune responses	52	0.138271	0	0	1	1	
Striated Muscle Contraction	14	0.0372268	0	0	1	1	
Sulfur amino acid metabolism	2	0.00531811	0	0	1	1	
SUMO is conjugated to E1 (UBA2:SAE1)	2	0.00531811	0	0	1	1	
SUMO is proteolytically processed	4	0.0106362	0	0	1	1	
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	4	0.0106362	0	0	1	1	
SUMOylation	11	0.0292496	0	0	1	1	
Switching of origins to a post-replicative state	6	0.0159543	0	0	1	1	
Syndecan interactions	7	0.0186134	0	0	1	1	
Synthesis and interconversion of nucleotide di- and triphosphates	2	0.00531811	0	0	1	1	
Synthesis and processing of ENV and VPU	2	0.00531811	0	0	1	1	
Synthesis And Processing Of GAG, GAGPOL Polyproteins	43	0.114339	0	0	1	1	
Synthesis of 15-eicosatetraenoic acid derivatives	31	0.0824308	0	0	1	1	
Synthesis of 5-eicosatetraenoic acids	50	0.132953	0	0	1	1	
Synthesis of bile acids and bile salts	0	0	0	NaN	1	1	
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	2	0.00531811	0	0	1	1	
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	15	0.0398859	0	0	1	1	
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	26	0.0691355	0	0	1	1	
